职位,薪资,学历,工作经验,需要几人,工作地址,公司,公司类型,公司规模,公司行业,福利,职位描述,职位要求,职位链接
IT工程师,1-1.5万/月,"['在校生/应届生', '本科']",无要求,['招2人'],江东中路289号联强大厦31楼,南京金伯珠资产管理有限公司,民营公司,50-150人,金融/投资/证券,,"1、运用C/C++编写定制化的交易程序；
2、根据需求搜索和获取数据，并对数据进行清洗、格式校对、存储入库；","1、运用C/C++编写定制化的交易程序；
2、根据需求搜索和获取数据，并对数据进行清洗、格式校对、存储入库；",https://jobs.51job.com/nanjing-jyq/111507443.html?s=01&t=0
高级大数据开发工程师,1.5-2万/月,['本科'],['5-7年经验'],['招5人'],南京雨花台区,中兴（沈阳）金融科技有限公司,民营公司,50-150人,计算机软件,五险一金||餐饮补贴||弹性工作||专业培训||绩效奖金||年终奖金,"工作内容：
1，负责基于Hadoop/Spark/Flink等生态系统的大数据平台的架构设计、技术选型、搭建、开发、管理、监控和性能调优；模块包括但不限于大数据采集、数据加工、清洗、ETL调度框架、存储、查询、机器学习框架；
2，集群维护，保证集群高效稳定运行；
3，支撑数据应用、数据存储、查询引擎、实时计算、数据同步等模块的核心部分代码编写；
4，指导和培训工程师，不断提高人效，提高产品质量；
5，现场短差技术支持。
","：
1，本科及以上学历，计算机相关专业，3年以上金融或互联网行业大数据相关开发经验；
2，具备扎实的计算机理论基础, 对数据结构及算法有较强的功底；",https://jobs.51job.com/nanjing-yhtq/121446726.html?s=01&t=0
软件开发人员,0.6-2.5万/月,['本科'],['2年经验'],['招4人'],金港科技创业中心（国家级科技园区），南京市栖霞区甘家边东108号,江苏联宏智慧能源股份有限公司,民营公司,150-500人,"仪器仪表/工业自动化,电子技术/半导体/集成电路",五险一金||员工旅游||定期体检||免费班车||交通补贴||餐饮补贴||通讯补贴||年终奖金||绩效奖金,,,https://jobs.51job.com/nanjing-qxq/45530465.html?s=01&t=0
数据分析师,1-1.5万/月,['本科'],['2年经验'],['招1人'],软件大道天溯科技园4号楼3楼,满帮集团,民营公司,1000-5000人,"互联网/电子商务,交通/运输/物流",团队氛围nice||定期体检||五险一金||弹性工作,"职位描述：
1. 负责构建公司数据分析平台，支撑业务专题分析和科学决策；
2. 与运营管理团队紧密协作，应用数据挖掘技术，把业务问题转化为数据模型，分析和挖掘业务机会和问题，支撑产品运营决策。包括不限于：用户聚类分析、Growth hacking分析、获客渠道效率分析、用户留存和激活分析，用户Cohort分析，用户CLV价值分析，运营人效分析、供需与运价预测、订单分发策略分析、交易诚信风控分析等等业务分析专题；","职位描述：
1. 负责构建公司数据分析平台，支撑业务专题分析和科学决策；
2. 与运营管理团队紧密协作，应用数据挖掘技术，把业务问题转化为数据模型，分析和挖掘业务机会和问题，支撑产品运营决策。包括不限于：用户聚类分析、Growth hacking分析、获客渠道效率分析、用户留存和激活分析，用户Cohort分析，用户CLV价值分析，运营人效分析、供需与运价预测、订单分发策略分析、交易诚信风控分析等等业务分析专题；",https://jobs.51job.com/nanjing-yhtq/120553648.html?s=01&t=0
系统工程师,1.5-2万/月,['本科'],['2年经验'],['招1人'],嘉陵江东街18号国家广告产业园04幢13层西侧,江苏南大五维电子科技有限公司,民营公司,50-150人,"电子技术/半导体/集成电路,通信/电信/网络设备",五险一金||专业培训||绩效奖金||年终奖金||成熟市场||市政军工客户||技术领先企业||领导很牛||注重员工发展||持续发展平台,,,https://jobs.51job.com/nanjing-jyq/119770203.html?s=01&t=0
软件研发工程师,20-40万/年,['硕士'],['3-4年经验'],['招1人'],南京,南京长江都市建筑设计股份有限公司,民营公司,500-1000人,建筑/建材/工程,五险一金||做五休二||绩效奖金||节日福利||带薪年假||餐饮补贴,"1、能够运用C++、python或JAVA语言进行建筑、结构、设备专业的应用软件开发；
2、能够独立根据产品需求，完成代码编写；
3、维护软件运行及BUG修复，使之保持可用性和稳定性；
4、其它软件开发相关工作。","1、能够运用C++、python或JAVA语言进行建筑、结构、设备专业的应用软件开发；
2、能够独立根据产品需求，完成代码编写；
3、维护软件运行及BUG修复，使之保持可用性和稳定性；
4、其它软件开发相关工作。",https://jobs.51job.com/nanjing/121517940.html?s=01&t=0
信息安全工程师,1-2.5万/月,无要求,无要求,['招2人'],秣周东路12号,南京赛宁信息技术有限公司,民营公司,150-500人,计算机软件,,"职位描述：
1.大佬带你一起打遍国内外CTF比赛；
2.国内知名白帽子安全团队创始人带你翱翔安全行业每一个角落
3.参与CTF赛事出题以及竞赛组织运维工作；
4.必须要如实俱进，研究最新安全攻防技术，制作安全工具，撰写研究报告。
","：
1. 态度认真踏实、有责任心，热爱CTF；
2. 有扎实的计算机和安全功底；
3. 招收方向包括不限于Pwn（二进制漏洞挖掘利用）、RE（逆向）、MISC（杂项）、Web（网站）、Crypto（密码）等方向，擅长并钻研其中一个方向也可以；
4. 学习能力强，至少会一种编程语言。如：Python、C/C++、Java、PHP、C#...等。
加分项：
1.参加过CTF类竞赛，并取得较好成绩，完成所擅长方向大量赛题；
2.在相关大会演讲过议题，如：SSC、ISC、Kcon、FIT等大会；
3.有CVE编号，或各大SRC及漏洞报告平台提交优质漏洞；
4.挖掘过SRC，或参加过国内民间信息安全团队当过核心；
5.有信息安全相关安全认证或参加过CTF竞赛；",https://jobs.51job.com/nanjing-jnq/110634603.html?s=01&t=0
量化研究员,0.6-1万/月,"['在校生/应届生', '硕士']",无要求,['招5人'],中山北路95号江苏议事园大厦,南京闻遥投资管理咨询有限公司,民营公司,少于50人,金融/投资/证券,周末双休||五险一金||年终奖金||不加班||餐饮补贴||通讯补贴||员工旅游||定期体检||节日福利,"1、 参与股票和期货投资策略研发，了解至少一种平台（股票软件通达信/大智慧 和 期货软件TB/文华）；
2、 会用脚本语言（如MATLAB/R/Python）编程构建复杂的投资策略模型，并进行历史回测和性能优化；撰写研究报告，展示投资策略性能；
3、 参与设计和实现自有交易系统，主要使用高级编程语言，如C++；
4、 学习各类新平台和工具，并可以快速和正确使用，为构建和实现投资策略服务；
5、 能完成领导安排的其他相关工作。","1、 参与股票和期货投资策略研发，了解至少一种平台（股票软件通达信/大智慧 和 期货软件TB/文华）；
2、 会用脚本语言（如MATLAB/R/Python）编程构建复杂的投资策略模型，并进行历史回测和性能优化；撰写研究报告，展示投资策略性能；
3、 参与设计和实现自有交易系统，主要使用高级编程语言，如C++；
4、 学习各类新平台和工具，并可以快速和正确使用，为构建和实现投资策略服务；
5、 能完成领导安排的其他相关工作。",https://jobs.51job.com/nanjing/108682867.html?s=01&t=0
ic验证工程师&芯片验证工程师-南京,2-4万/月,['本科'],['3-4年经验'],['招3人'],软件大道118号新华汇B3栋7-8楼,北京华捷艾米科技有限公司,民营公司,150-500人,计算机软件,,,,https://jobs.51job.com/nanjing-yhtq/121550720.html?s=01&t=0
JAVA开发工程师,0.6-1.2万/月,"['在校生/应届生', '本科']",无要求,无要求,南京市江宁开发区将军大道南佑路千人大厦,北京华电通达科技有限公司,民营公司,少于50人,"计算机软件,计算机服务(系统、数据服务、维修)",五险一金||餐饮补贴||年终奖金||通讯补贴,,,https://jobs.51job.com/nanjing-jnq/106283276.html?s=01&t=0
信息运维工程师（网尚研究机构）,6-8千/月,['本科'],['2年经验'],['招2人'],南京市建邺区新城科技园云龙山路99号省建大厦5--9层,江苏三六五网络股份有限公司,上市公司,1000-5000人,"互联网/电子商务,房地产",五险一金||交通补贴||餐饮补贴||通讯补贴||专业培训||绩效奖金||年终奖金||定期体检||月度团建,,,https://jobs.51job.com/nanjing/118909218.html?s=01&t=0
数据开发工程师（环保事业部）,1-1.5万/月,['大专'],['2年经验'],['招2人'],南京市江东北路176号,南京瀚和软件技术有限公司,民营公司,50-150人,"计算机软件,通信/电信/网络设备",五险一金||绩效奖金||年终奖金||员工旅游,"工作职责：
1、负责数据提取与分析工作；
2、负责数据接口设计与开发；
3、负责ETL流程的设计、优化及解决ETL相关技术问题；
4、负责数据建模、数据预处理工作；
5、负责应用产品数据模型设计和开发；
6、负责日常ETL运维；
","：
1、本科及以上学历，计算机、数学相关专业；
2、2年以上数据库、ETL、数据分析相关工作经验；
3、熟练掌握SQL语言，熟悉存储过程开发；",https://jobs.51job.com/nanjing-glq/109844590.html?s=01&t=0
算法工程师,1.5-1.8万/月,['本科'],['5-7年经验'],['招1人'],格致路100号金陵科技学院科技楼12层,南京智鹤电子科技有限公司,民营公司,50-150人,"通信/电信/网络设备,计算机服务(系统、数据服务、维修)",五险一金||股票期权||年终奖金||绩效奖金||员工旅游,"1、负责对海量数据做采集、查询、分析、挖掘、建模等处理，建设符合业务场景的数据模型；
2、利用数据挖掘/机器学习/深度学习等相关算法，解决核心业务需求。
","：
学历：本科以上         工作年限：5年",https://jobs.51job.com/nanjing-jnq/119892051.html?s=01&t=0
Linux运维工程师,5-8千/月,['本科'],['2年经验'],['招1人'],雨花台区软件大道168号润和创智中心C栋2楼,上海泛微网络科技股份有限公司,民营公司,1000-5000人,计算机软件,五险一金||员工旅游||餐饮补贴||年终奖金||绩效奖金||出国机会||专业培训||定期体检||通讯补贴||弹性工作,"岗位职责：
1、负责Windows、Linux系统平台下的各服务应用部署，日常维护分析解决；
2、负责Windows、Linux系统平台下数据库部署，优化，常见问题解决；
3、负责各服务器的权限分配，帐号管理；
4、负责客户模拟环境的搭建及维护。
",：,https://jobs.51job.com/nanjing/120793136.html?s=01&t=0
系统测试及SCM,3-4万/月,['本科'],['8-9年经验'],['招1人'],亮秀路72号,上海励驰半导体有限公司,民营公司,50-150人,电子技术/半导体/集成电路,五险一金||补充医疗保险||创业公司||补充公积金||弹性工作||股票期权||牛人多||定期体检,,,https://jobs.51job.com/shanghai-pdxq/112375611.html?s=01&t=0
